latitude,longitude,month,day_of_year,prev_concentration,sst,air_temperature,wind_speed,wind_direction,current_speed,wave_height,target_concentration
-65.376,17.836,2,225,16.3,0.02,-5.0,18.0,123.5,1.66,1.46,15.9
-77.819,-31.296,9,291,82.4,-1.59,-25.8,14.2,20.5,0.2,0.84,83.7
-72.346,36.87,4,150,46.7,-1.08,-17.5,29.3,27.5,1.7,0.93,48.2
-63.358,143.15,4,228,28.5,0.5,-4.0,15.8,235.3,1.0,1.4,29.0
-68.938,-160.561,7,362,70.9,-0.55,-19.8,38.7,302.9,0.99,0.83,72.2
-75.791,80.968,3,19,70.1,-1.37,-21.7,21.8,41.1,0.95,0.28,71.2
-71.085,117.784,2,31,38.5,-0.77,-16.2,36.9,138.5,0.18,1.04,39.0
-70.24,-161.187,5,17,55.0,-0.81,-20.5,27.5,321.5,1.67,2.73,56.9
-67.363,92.611,6,319,50.2,-0.37,-11.8,32.2,20.6,0.29,1.42,51.4
-65.797,129.065,9,238,49.9,0.03,-9.9,14.6,345.7,0.89,3.19,50.0
-61.661,-78.948,11,141,17.2,0.32,-4.5,17.5,142.1,1.15,1.98,17.7
-63.916,111.693,10,7,32.5,0.2,-10.2,14.8,64.4,0.89,1.97,33.0
-60.614,-7.125,9,112,32.3,0.66,-8.2,38.2,198.5,1.72,1.97,32.3
-63.839,-86.565,8,66,41.3,-0.03,-6.6,29.3,83.8,1.21,0.93,41.7
-70.074,-65.76,9,117,56.9,-0.57,-19.9,14.5,244.2,1.56,1.19,58.6
-67.19,-54.097,2,260,28.8,-0.29,-12.8,17.1,133.7,1.5,1.96,29.9
-62.235,-128.491,6,311,40.2,0.29,-7.2,29.1,169.4,1.75,2.4,40.0
-77.197,154.911,10,14,76.4,-1.86,-28.8,31.5,267.1,1.43,1.48,79.1
-71.181,29.767,11,77,54.9,-0.55,-21.4,7.9,336.8,0.48,1.64,56.4
-68.132,-29.491,12,63,47.1,-0.41,-16.5,22.5,188.8,0.85,1.12,48.7
-72.725,-92.15,4,186,50.0,-1.18,-15.5,30.6,160.2,1.73,1.49,50.3
-67.912,-152.48,6,335,53.1,-0.56,-12.1,13.5,298.0,1.78,2.86,53.4
-61.633,62.678,11,71,27.6,0.65,-6.0,9.4,147.1,0.96,0.96,27.9
-62.134,-108.682,3,233,5.3,0.18,-5.8,25.5,334.8,1.36,1.08,4.8
-70.234,68.417,2,68,40.4,-0.7,-15.9,20.6,45.9,1.28,1.13,41.1
-71.937,116.898,6,303,69.0,-1.19,-18.2,7.7,331.5,1.71,2.15,70.5
-64.667,-23.152,8,359,42.2,-0.14,-8.6,38.9,337.2,0.24,3.23,42.9
-71.342,53.786,7,165,68.7,-0.87,-19.1,40.0,34.9,0.61,0.94,70.1
-61.849,28.738,7,147,34.7,0.33,-9.2,10.3,293.0,1.35,3.87,34.7
-68.656,27.05,10,161,47.8,-0.63,-18.4,15.1,158.0,1.61,1.17,49.7
-60.201,91.249,4,342,9.2,0.43,-1.5,23.8,60.8,1.12,0.65,9.9
-68.318,-109.752,8,14,59.1,-0.59,-12.2,20.8,160.1,0.31,1.41,60.7
-65.107,150.906,2,228,30.8,-0.01,-11.1,10.1,100.2,1.24,3.97,32.0
-64.603,-99.921,2,168,14.5,-0.04,-7.5,32.2,241.9,0.23,3.46,15.7
-77.31,-143.842,12,267,67.1,-1.5,-24.4,37.5,12.8,1.18,0.24,68.1
-71.228,159.538,11,101,52.7,-1.07,-15.6,32.1,101.7,0.44,2.74,54.6
-62.571,89.801,1,223,7.8,0.38,-6.9,11.6,150.5,0.55,2.25,8.3
-66.521,-5.676,11,93,49.3,-0.0,-8.6,29.7,176.5,1.17,2.06,49.9
-72.682,-101.185,5,215,71.7,-1.17,-18.8,9.3,167.3,0.64,0.43,73.3
-65.313,98.525,8,251,53.7,0.07,-15.4,14.9,77.4,1.55,1.41,54.7
-72.183,62.996,7,201,78.9,-1.04,-22.9,7.0,174.8,0.47,1.26,79.6
-69.943,-100.328,3,275,35.1,-0.61,-11.2,27.7,118.7,1.13,0.42,36.2
-63.557,-147.509,12,171,33.1,0.37,-6.1,29.2,186.7,0.72,1.08,32.8
-68.357,129.5,4,149,46.9,-0.21,-14.6,13.0,264.0,1.7,0.41,46.9
-61.074,-143.093,7,249,26.6,0.42,-9.3,28.4,247.7,0.16,3.31,27.7
-71.199,-35.73,12,139,57.6,-1.11,-17.1,31.0,263.7,0.13,2.19,58.8
-61.458,-145.6,10,201,25.7,0.56,-6.9,17.0,184.4,0.14,1.47,25.5
-73.243,56.178,8,193,74.0,-1.38,-18.9,25.8,174.0,1.64,1.21,74.8
-77.69,-1.067,7,191,96.3,-1.63,-29.0,26.4,9.0,1.41,0.54,98.2
-76.039,-68.18,3,323,70.9,-1.77,-25.9,37.0,176.3,0.52,0.49,72.9
-69.477,80.292,10,120,49.8,-0.62,-17.2,32.4,300.4,0.16,2.31,51.1
-62.314,-83.468,4,288,26.6,0.41,-6.3,29.1,115.9,1.31,2.39,27.6
-60.13,-150.684,2,218,10.4,0.61,1.1,11.0,269.3,0.38,2.46,11.1
-77.297,-27.294,3,321,71.6,-1.71,-23.0,25.2,143.8,0.6,1.08,72.8
-61.405,63.606,9,166,39.1,0.43,-4.8,10.2,188.4,0.45,2.41,39.7
-68.651,-89.554,8,108,71.6,-0.25,-14.5,36.5,48.7,0.99,1.87,71.6
-70.507,-125.874,2,3,37.3,-0.95,-13.8,24.9,119.2,0.2,1.96,37.6
-71.692,21.296,4,177,54.5,-0.67,-19.7,35.4,312.5,1.09,1.11,56.0
-70.741,-88.29,9,329,71.1,-1.05,-21.7,32.0,100.8,0.55,0.41,73.1
-67.428,95.78,6,295,57.2,-0.28,-15.5,34.9,313.7,1.24,1.5,57.6
-63.899,176.071,2,315,11.9,-0.04,-3.2,17.0,322.5,0.19,2.76,12.0
-66.033,-62.248,9,61,47.0,-0.2,-10.2,31.1,127.8,1.53,1.27,46.9
-67.103,-102.996,3,325,38.2,-0.16,-8.1,25.7,176.4,1.44,2.68,38.8
-70.163,-54.655,1,188,48.9,-0.55,-16.3,20.7,222.1,1.59,3.02,49.4
-71.264,155.949,1,101,44.3,-0.85,-20.6,16.5,33.9,0.73,1.12,46.4
-67.078,-167.93,5,329,43.2,-0.56,-10.8,14.4,225.1,1.75,2.95,44.6
-61.304,179.003,11,233,24.2,0.5,-1.3,32.8,290.7,0.16,0.51,24.9
-75.243,85.031,3,43,57.1,-1.21,-25.7,28.6,22.4,0.27,1.69,59.7
-74.505,41.041,1,171,63.0,-1.11,-22.6,31.2,326.1,1.1,2.48,64.5
-61.07,-34.858,11,343,14.8,0.37,-1.9,10.5,96.0,0.39,0.63,15.1
-65.603,-32.669,11,2,34.9,-0.04,-13.3,22.3,301.0,0.25,3.65,35.0
-61.476,-114.3,2,96,7.3,0.57,-6.6,11.3,3.8,1.18,2.63,8.3
-61.022,-69.198,11,329,32.3,0.78,-1.9,32.3,111.8,0.74,1.41,31.9
-67.829,-30.966,4,140,46.8,-0.58,-14.1,30.8,95.2,0.93,2.07,47.4
-66.447,-18.118,11,352,48.1,-0.47,-8.8,19.3,193.7,0.46,2.4,48.4
-63.404,106.658,4,176,28.3,0.23,-3.7,34.4,32.7,1.41,1.37,28.4
-77.434,-138.493,11,324,71.8,-1.94,-26.0,18.8,136.0,1.1,0.27,74.0
-66.67,132.958,1,82,28.5,-0.33,-9.1,8.7,328.7,0.62,2.16,28.5
-77.609,111.32,8,304,94.2,-1.78,-29.5,35.9,90.9,0.73,0.47,96.5
-72.597,169.476,4,260,47.1,-1.09,-21.0,26.4,213.5,0.38,0.81,48.1
-67.257,71.147,9,102,65.3,-0.27,-17.0,29.5,283.9,0.19,0.43,66.9
-75.454,-55.403,7,85,82.8,-1.35,-27.9,11.4,110.7,0.41,1.48,84.5
-64.966,-124.51,9,192,38.8,-0.19,-14.1,25.3,141.9,0.46,1.94,39.4
-69.657,-92.613,2,199,30.8,-0.48,-17.1,33.6,323.3,1.49,3.09,31.7
-70.911,-154.204,8,343,75.2,-0.76,-21.6,27.5,276.4,0.73,0.82,77.2
-67.01,90.606,2,331,24.0,-0.27,-14.1,16.2,33.4,0.75,1.12,24.2
-72.4,63.098,8,18,70.6,-0.75,-24.0,19.7,186.2,0.28,1.87,71.9
-64.812,56.113,7,7,41.4,-0.19,-10.6,30.4,4.2,1.21,2.52,41.9
-77.019,-27.007,12,325,62.0,-1.48,-22.0,23.6,281.2,1.31,2.28,64.3
-75.99,-115.618,7,273,90.6,-1.3,-29.6,5.3,341.4,1.3,0.44,92.6
-66.939,133.994,7,25,54.5,-0.54,-10.7,22.0,18.0,1.12,1.28,55.1
-65.85,96.06,1,278,22.7,-0.24,-9.8,21.5,107.2,0.16,0.86,23.7
-68.437,-37.363,3,44,36.7,-0.7,-15.5,23.3,321.4,0.69,1.94,37.9
-61.462,145.289,12,269,19.3,0.22,-5.0,6.4,219.4,1.33,3.83,18.9
-68.773,81.144,6,327,61.2,-0.56,-19.4,40.2,92.5,1.21,2.41,63.0
-70.198,-138.087,4,293,42.2,-0.83,-15.7,36.6,87.8,1.46,1.54,43.2
-64.307,-22.7,12,353,32.9,-0.03,-6.2,27.4,327.5,1.25,1.35,33.1
-77.663,-30.843,3,141,62.1,-1.69,-21.7,16.8,79.7,0.13,1.02,62.8
-72.819,76.332,8,302,75.1,-1.02,-21.7,22.6,200.8,0.68,0.79,77.1
-75.268,127.568,8,108,85.5,-1.62,-26.3,19.9,237.9,1.07,0.26,87.2
-60.271,-150.087,12,272,11.3,0.54,-3.5,30.0,10.6,1.16,1.21,11.2
-70.232,178.497,1,146,43.1,-0.73,-17.3,39.1,47.4,1.13,3.04,43.5
-74.071,177.167,10,149,67.5,-1.46,-20.7,32.2,144.4,0.79,1.86,68.8
-67.214,-65.015,6,323,43.2,-0.07,-9.7,33.2,114.4,1.01,1.57,44.4
-69.093,-12.991,8,81,72.8,-0.76,-18.6,24.7,120.3,0.89,0.54,74.7
-71.1,55.118,7,211,62.9,-1.12,-21.6,27.6,181.2,0.24,1.6,64.2
-77.589,39.533,3,292,69.0,-1.63,-21.8,5.8,216.5,1.44,1.04,70.5
-74.525,148.754,8,189,86.9,-1.47,-24.6,31.4,71.9,0.33,0.23,87.7
-67.603,-14.691,11,309,44.2,-0.51,-15.6,22.1,230.9,1.47,2.96,45.9
-61.64,-91.849,12,36,8.6,0.19,-2.5,37.1,358.4,1.57,0.79,8.6
-73.319,77.752,2,311,53.3,-1.13,-23.1,22.8,261.4,0.6,1.39,55.4
-64.162,-49.186,12,262,29.5,0.09,-5.1,8.8,304.9,1.39,2.56,30.3
-65.004,-48.073,11,174,29.5,-0.15,-9.6,14.8,118.8,1.28,2.11,30.5
-64.455,92.513,6,152,45.6,-0.02,-10.0,14.5,99.1,0.16,0.74,46.2
-77.533,136.861,10,186,89.7,-1.85,-26.0,26.0,109.7,1.31,0.98,90.9
-63.506,-133.721,10,150,45.9,0.07,-10.4,36.5,210.0,0.35,0.35,46.3
-68.845,133.284,9,208,61.1,-0.29,-12.5,28.8,211.4,0.95,1.53,61.7
-61.331,53.416,9,247,30.1,0.75,-9.8,40.0,123.3,0.63,1.21,30.2
-63.996,104.139,11,101,30.5,0.12,-4.7,38.5,302.4,1.54,3.29,30.8
-73.889,-107.089,11,17,64.3,-1.47,-23.2,7.5,199.2,1.01,1.95,66.5
-60.532,-159.849,10,268,23.7,0.48,-2.2,30.5,234.3,0.52,3.17,23.7
-77.276,39.29,9,143,81.5,-1.89,-25.4,7.4,325.1,0.99,0.26,82.8
-67.458,29.257,8,51,59.6,-0.17,-16.1,28.5,70.7,0.3,0.46,60.0
-68.237,-102.602,8,154,62.8,-0.39,-12.8,9.1,319.1,1.42,0.7,64.2
-66.941,-15.748,1,129,36.1,-0.2,-10.7,11.5,182.6,0.97,3.68,36.4
-62.389,-90.352,5,348,29.2,0.25,-6.3,41.2,340.5,0.93,1.59,30.4
-69.531,-121.273,2,222,41.2,-0.87,-11.1,17.7,247.3,1.5,0.96,41.3
-73.828,-69.408,5,164,71.4,-1.24,-20.2,39.3,75.7,1.24,0.86,72.2
-70.868,-118.16,3,313,47.4,-0.91,-15.9,22.5,214.3,0.81,2.5,48.0
-73.269,156.359,5,190,57.1,-1.24,-22.1,32.6,161.9,0.82,1.29,58.4
-64.28,-34.531,7,182,49.3,-0.11,-10.3,15.1,294.7,0.44,2.24,49.5
-63.014,-171.476,7,196,38.7,0.32,-10.6,13.0,181.1,1.56,0.7,38.8
-72.141,-7.314,12,304,52.9,-0.7,-22.1,29.4,247.6,1.65,1.64,53.9
-67.079,-44.993,2,29,32.4,-0.42,-11.6,39.2,40.0,0.33,3.1,32.8
-64.046,-31.04,3,78,23.2,0.18,-6.1,21.2,118.0,1.03,3.07,23.6
-63.288,68.245,3,35,26.3,0.36,-3.6,40.4,130.0,1.41,3.31,26.0
-72.217,-98.034,6,171,61.7,-0.71,-22.3,27.3,335.8,0.34,1.8,63.0
-63.491,107.315,9,31,52.0,0.22,-12.7,21.2,11.6,0.96,2.55,53.3
-69.144,26.934,11,35,55.2,-0.53,-11.4,33.9,191.4,1.46,2.56,55.2
-61.395,39.611,4,38,23.0,0.46,-5.3,21.7,317.0,1.36,3.03,22.5
-66.339,-57.669,9,355,58.0,0.09,-9.7,19.9,105.8,1.16,1.27,57.7
-72.197,-125.822,4,300,57.1,-1.1,-18.9,29.6,277.2,1.08,1.19,59.1
-62.39,-125.062,3,106,12.0,0.13,-4.0,39.9,14.2,0.32,2.02,11.4
-62.33,154.248,11,107,21.8,0.17,-1.8,13.6,331.2,1.41,0.52,22.6
-61.001,-135.68,7,14,34.3,0.71,-3.5,19.1,160.9,0.78,1.09,34.2
-63.339,-146.573,3,260,27.3,0.37,-8.6,33.0,43.3,0.93,2.72,28.2
-72.296,-111.247,2,260,44.2,-1.15,-20.9,21.9,2.6,1.47,1.58,46.2
-71.616,160.463,2,223,53.6,-0.82,-19.0,30.9,234.2,1.48,2.7,54.0
-60.644,82.666,6,24,22.0,0.46,-3.8,9.7,56.1,1.28,3.52,21.4
-63.557,131.884,11,151,29.3,0.15,-10.2,11.4,337.1,1.74,3.18,30.5
-74.731,136.468,2,84,45.7,-1.52,-22.0,18.8,302.9,1.16,0.4,46.3
-77.487,-10.619,12,74,79.6,-2.0,-26.9,27.1,189.1,0.37,0.19,82.2
-76.342,175.749,2,244,59.8,-1.62,-20.3,21.3,308.5,1.48,0.25,61.2
-61.808,-87.53,6,337,33.8,0.72,-4.5,8.6,177.4,1.51,2.41,33.3
-68.735,109.961,3,116,40.2,-0.37,-11.4,15.4,221.4,0.52,1.17,41.3
-72.58,75.766,8,343,77.7,-1.04,-17.8,14.9,323.8,0.66,0.84,78.3
-64.745,126.269,12,198,31.5,0.22,-4.4,5.5,228.5,1.52,1.25,31.6
-77.789,-6.921,6,97,88.9,-1.58,-27.5,21.7,77.3,1.16,0.84,90.1
-72.973,96.664,6,173,80.2,-1.29,-22.7,37.3,277.9,0.88,0.33,82.4
-64.261,-85.369,6,219,44.0,0.39,-12.3,13.4,164.7,0.29,2.06,44.3
-62.28,-69.469,7,284,49.4,0.13,-4.2,23.7,143.1,1.7,3.23,49.1
-62.88,-100.131,1,102,22.1,0.21,-4.2,10.6,309.6,0.99,3.67,22.1
-73.852,160.979,9,86,75.8,-1.46,-25.9,28.5,222.5,1.53,1.57,76.9
-61.041,39.48,4,143,7.4,0.84,-3.9,19.4,187.8,0.82,2.7,7.2
-65.012,-72.002,2,129,26.9,0.1,-10.0,32.1,213.8,0.21,3.32,26.8
-69.343,-122.309,4,201,49.9,-0.51,-15.5,12.2,300.4,0.22,3.11,50.5
-61.933,-135.55,12,300,28.3,0.22,-4.8,29.9,273.8,0.12,0.83,28.2
-76.153,46.276,8,119,91.1,-1.66,-29.7,32.5,163.6,0.22,1.3,93.8
-71.855,-82.043,1,196,54.2,-1.09,-16.4,20.8,60.6,1.31,2.65,55.3
-72.76,8.222,2,309,57.7,-0.85,-20.5,36.4,178.0,1.29,1.38,58.2
-76.107,97.18,12,142,74.8,-1.45,-25.4,29.7,90.4,0.71,0.21,76.9
-69.26,30.882,4,303,42.5,-0.73,-10.5,35.6,175.6,1.13,2.15,43.4
-62.333,60.321,1,309,7.8,0.58,-3.1,8.6,34.2,1.74,1.58,8.1
-65.233,37.37,7,21,46.5,0.15,-8.5,26.2,188.2,1.7,2.8,47.2
-64.003,60.865,1,111,22.6,-0.14,-3.0,8.7,331.4,1.46,3.36,23.4
-73.437,114.613,6,181,81.3,-1.32,-22.5,6.8,165.0,1.78,0.59,83.3
-74.231,97.491,9,332,76.0,-1.34,-25.0,35.2,304.1,1.56,0.8,77.9
-64.683,121.045,4,163,35.2,-0.19,-6.4,28.7,112.7,0.95,1.01,35.4
-73.236,74.663,6,173,77.2,-0.9,-19.7,40.5,116.2,0.29,1.22,79.2
-65.396,21.775,9,276,43.7,0.02,-14.9,8.5,256.2,1.65,2.43,45.2
-75.376,-57.541,6,204,70.9,-1.5,-22.0,32.2,315.5,1.46,1.46,73.2
-72.171,-99.063,1,126,49.4,-0.89,-19.7,23.3,300.0,1.77,1.02,50.2
-66.338,-102.251,1,152,23.9,-0.47,-8.9,36.0,149.2,1.04,2.68,24.3
-62.738,29.122,11,295,36.9,0.61,-4.3,31.1,353.5,1.47,1.26,36.9
-61.799,157.292,6,277,30.1,0.72,-8.8,36.8,355.1,0.52,2.39,29.9
-60.342,102.319,9,363,32.8,0.54,-2.0,27.4,259.2,1.32,2.71,33.0
-60.269,-12.497,10,28,27.1,0.63,-3.0,7.4,358.5,0.14,2.12,27.5
-61.875,-8.414,12,76,10.5,0.35,-0.6,15.2,90.7,1.62,0.58,10.7
-70.245,95.171,3,203,36.3,-0.75,-14.9,30.0,119.0,1.07,3.4,38.1
-75.404,14.261,11,301,67.6,-1.74,-23.0,31.3,129.0,0.3,2.35,69.4
-68.464,82.937,12,100,36.2,-0.41,-11.3,11.6,65.2,1.2,2.08,36.2
-76.396,160.613,10,359,90.6,-1.64,-26.9,30.8,49.9,0.68,0.24,92.2
-65.269,136.463,8,47,45.3,-0.09,-13.8,41.5,227.9,0.68,2.65,46.2
-77.633,38.217,9,31,94.6,-1.99,-32.5,41.4,4.5,0.66,0.43,97.3
-67.775,-45.059,2,89,25.7,-0.31,-14.1,13.1,124.3,1.58,3.98,26.8
-67.668,140.917,12,91,38.7,-0.18,-12.7,28.0,336.7,1.61,3.03,38.8
-61.184,156.612,2,179,13.6,0.59,-5.1,8.7,69.5,0.36,3.16,13.5
-69.816,57.056,7,230,73.7,-0.56,-21.1,14.1,50.9,1.73,1.14,75.6
-77.251,-158.895,8,338,95.7,-1.49,-31.4,24.2,238.9,0.64,0.64,97.9
-68.425,-38.093,9,330,54.2,-0.58,-16.1,12.3,339.9,0.82,1.47,54.5
-77.571,-142.445,9,248,92.9,-1.86,-24.5,33.5,277.5,1.29,0.71,93.8
-60.958,-69.437,10,293,31.0,0.65,-2.8,24.8,17.0,0.62,1.07,31.9
-77.056,117.142,7,261,89.5,-1.86,-28.7,30.9,327.8,0.27,1.33,92.2
-65.177,-153.733,4,254,24.4,0.07,-12.7,39.1,74.2,1.27,4.08,24.3
-73.673,112.91,6,91,82.3,-1.0,-23.4,36.0,16.1,0.34,0.54,84.1
-62.125,-27.777,10,364,41.4,0.48,-8.7,37.5,265.2,0.56,2.59,41.7
-70.554,-79.889,4,250,43.2,-1.06,-14.7,6.5,276.2,0.32,2.53,43.4
-75.941,-122.787,8,35,80.8,-1.62,-22.8,14.5,245.1,1.68,0.81,82.4
-72.875,25.239,2,62,46.8,-0.86,-21.0,8.2,304.7,0.44,1.89,47.3
-69.381,-139.894,1,199,32.8,-0.45,-11.6,13.9,221.5,0.84,0.88,33.7
-77.261,156.102,4,108,75.0,-1.97,-29.5,10.7,309.4,0.53,0.52,76.9
-61.772,-159.686,7,79,47.0,0.46,-8.7,28.2,120.9,1.33,0.38,47.4
-62.818,36.598,5,286,22.6,0.34,-7.9,9.1,23.4,0.98,0.48,23.4
-64.967,-64.204,1,74,32.5,0.12,-11.8,5.1,21.0,0.76,2.43,33.8
-64.281,-167.33,9,38,36.8,0.3,-10.1,26.1,139.0,1.27,1.69,38.1
-73.722,-3.398,5,177,75.3,-1.12,-21.7,38.2,163.5,1.6,0.6,76.4
-64.842,166.694,7,132,55.9,-0.05,-14.6,34.8,51.8,0.88,2.17,56.9
-73.914,-35.197,11,181,60.5,-1.29,-18.8,22.0,162.8,1.72,1.4,61.5
-66.023,-132.079,9,106,47.1,-0.01,-11.8,40.1,262.6,1.43,1.41,47.7
-62.476,105.148,6,330,31.4,0.29,-7.1,25.1,162.8,1.64,3.9,32.5
-70.582,-108.212,6,283,70.1,-0.67,-14.6,21.0,339.6,0.14,0.64,71.2
-74.898,174.108,11,289,75.0,-1.28,-22.6,34.6,54.2,0.64,0.65,76.9
-64.273,-4.793,10,314,41.9,0.18,-13.0,8.6,23.5,0.14,3.32,43.3
-72.033,-147.619,6,104,72.0,-0.7,-21.6,7.4,224.4,0.64,2.01,73.3
-71.905,-116.922,5,52,65.7,-1.16,-16.0,11.0,42.6,1.65,1.15,66.9
-66.684,71.951,5,354,49.2,-0.38,-14.9,40.0,327.3,0.27,0.41,50.8
-69.489,-8.323,1,301,43.3,-0.43,-10.7,26.6,65.5,1.62,3.42,44.8
-67.798,138.817,2,190,23.4,-0.6,-13.2,19.6,53.8,1.79,3.59,24.6
-60.692,-64.549,12,43,12.4,0.89,-2.6,28.0,212.5,1.79,2.09,12.0
-68.758,173.533,1,251,33.4,-0.72,-12.0,30.9,94.7,1.79,1.58,33.8
-60.088,56.41,11,42,17.0,0.41,0.4,39.3,3.8,1.08,1.73,16.4
-69.538,-40.177,12,345,40.2,-0.7,-15.9,24.0,357.7,0.82,2.68,40.6
-71.768,-85.828,4,251,47.9,-1.18,-18.4,29.9,290.0,1.65,2.89,49.9
-77.586,-133.731,2,125,56.1,-1.82,-27.9,34.7,280.4,1.57,0.29,57.1
-63.474,133.257,10,37,31.7,0.29,-5.2,22.0,314.4,1.44,0.76,31.3
-65.325,-108.172,12,42,24.5,0.09,-12.3,21.0,246.8,0.46,3.25,25.0
-66.742,-110.65,4,363,45.2,-0.17,-13.5,15.7,243.4,1.57,0.5,45.5
-77.886,-116.694,4,135,65.5,-1.76,-22.7,30.9,253.0,0.23,0.65,66.8
-60.144,-121.528,11,304,16.4,0.63,-1.6,13.1,90.3,0.69,1.47,15.5
-61.97,66.071,5,83,17.9,0.16,-6.5,32.1,223.1,1.49,0.77,18.7
-65.11,-175.68,12,346,21.8,0.04,-5.4,18.4,245.2,1.25,0.68,21.7
-62.885,-17.717,12,246,20.0,0.18,-5.7,25.2,268.2,0.49,1.13,20.7
-70.625,136.791,6,207,61.7,-0.54,-18.5,10.3,270.2,0.81,0.3,62.2
-72.299,176.314,11,77,59.0,-1.3,-17.3,29.5,62.2,1.11,0.72,59.5
-70.957,-126.036,6,102,54.0,-0.89,-20.2,40.3,197.8,0.49,1.61,55.7
-70.209,161.039,3,250,51.3,-0.98,-11.5,7.5,116.4,0.91,1.11,51.6
-61.02,109.304,7,252,25.8,0.44,-8.2,28.3,246.3,0.83,0.87,25.6
-72.926,80.912,12,66,53.5,-0.81,-23.1,21.5,150.1,0.46,1.18,54.5
-62.306,-67.487,8,144,42.8,0.43,-8.8,12.2,45.8,0.65,2.36,44.1
-73.879,33.421,4,128,59.0,-1.25,-24.7,23.9,34.4,1.38,1.84,59.9
-69.163,36.936,12,137,34.9,-0.64,-16.8,33.5,256.3,0.72,3.11,35.9
-73.98,-178.901,6,318,73.3,-1.45,-24.6,16.8,354.7,1.13,1.24,75.5
-66.375,164.781,10,310,40.7,-0.05,-10.3,12.2,287.6,0.58,2.94,41.2
-63.265,-176.071,5,105,23.8,-0.04,-5.8,33.2,28.3,0.89,4.05,23.5
-66.734,19.895,10,228,54.6,-0.47,-14.5,15.2,254.3,0.87,0.72,54.9
-60.79,-135.391,6,283,29.2,0.38,-1.8,18.9,9.2,0.84,1.6,28.7
-66.965,93.791,11,145,39.7,-0.11,-15.9,23.9,260.2,1.31,2.0,41.4
-75.482,-143.189,3,121,51.3,-1.53,-23.6,8.0,123.7,0.22,1.43,52.1
-70.506,104.302,12,80,49.0,-1.01,-18.6,10.9,274.6,1.58,0.97,49.4
-65.697,-171.279,11,358,33.5,-0.37,-12.7,13.6,54.9,1.58,2.16,34.0
-64.393,61.295,1,262,27.8,0.09,-5.7,30.8,198.0,0.17,2.65,27.6
-67.511,-177.425,12,42,39.7,-0.42,-8.9,11.1,76.6,1.01,3.4,40.7
-72.934,20.255,9,199,68.4,-1.28,-21.1,17.4,117.7,0.54,0.47,69.4
-77.481,37.212,11,344,78.5,-1.78,-29.3,6.5,289.7,1.36,1.68,79.9
-67.736,89.018,12,346,33.1,-0.32,-13.9,22.2,233.2,0.49,3.59,34.6
-74.097,-171.427,1,111,61.5,-1.04,-22.9,40.0,139.9,0.66,2.64,63.2
-75.025,-2.994,9,306,77.9,-1.09,-22.0,14.2,221.9,1.6,1.67,79.6
-62.571,160.843,1,156,15.3,0.48,-0.9,8.6,132.5,1.2,4.67,15.7
-71.289,-79.208,11,12,53.6,-1.15,-21.2,10.2,164.5,1.68,3.0,55.8
-75.834,49.216,11,16,80.4,-1.24,-27.1,9.2,260.9,0.87,1.63,82.5
-73.084,-171.879,10,246,61.9,-1.0,-23.8,19.7,135.9,0.16,1.29,63.4
-74.85,-175.223,1,337,48.6,-1.2,-23.4,15.4,172.5,1.46,0.37,49.7
-62.304,-95.465,8,1,51.6,0.11,-6.9,36.7,201.2,1.3,2.54,52.4
-64.635,-76.854,2,307,18.8,0.25,-6.8,18.8,324.7,1.33,2.7,18.9
-66.492,-33.479,10,206,46.1,0.09,-10.3,10.5,242.2,1.61,2.39,46.5
-60.695,-148.88,5,71,19.0,0.52,-3.7,32.9,310.2,0.38,0.6,19.2
-62.525,45.023,10,175,36.2,0.55,-9.6,34.6,50.2,1.49,1.07,37.1
-76.529,-29.169,2,257,62.0,-1.58,-23.1,14.4,198.2,1.7,2.03,63.9
-63.821,-3.895,6,192,40.7,0.11,-7.4,19.5,207.7,1.37,2.6,42.0
-73.935,51.805,3,356,62.2,-1.42,-24.3,34.4,181.6,0.28,0.59,63.1
-60.898,-92.94,7,156,41.6,0.6,-8.5,35.1,8.5,0.15,0.72,41.5
-64.031,-154.319,5,232,42.5,0.09,-9.2,19.9,251.2,0.61,1.58,42.5
-70.287,32.289,8,326,70.6,-1.0,-18.6,6.2,115.1,0.15,1.65,72.5
-71.092,14.046,2,217,46.7,-0.77,-17.3,40.9,176.5,0.15,0.42,47.8
-61.694,-9.046,9,48,29.4,0.6,-4.6,39.1,163.7,1.37,1.29,30.5
-77.382,-68.467,12,232,65.3,-1.77,-29.7,9.8,310.6,1.43,2.36,67.2
-68.963,-13.255,12,290,40.6,-0.29,-12.8,6.8,210.8,1.29,1.96,42.1
-72.719,-121.411,5,308,59.0,-1.3,-22.9,36.0,71.7,0.93,0.27,61.0
-63.478,145.948,7,23,39.8,0.05,-5.9,26.6,177.6,1.31,3.04,41.0
-75.91,-120.804,3,310,62.2,-1.55,-24.1,30.9,7.4,0.99,1.91,64.1
-76.086,-9.483,5,224,74.8,-1.58,-28.3,14.7,341.5,0.71,0.94,77.4
-61.681,135.192,2,13,4.8,0.51,-1.8,21.5,358.7,0.73,1.74,4.1
-63.78,-113.216,7,60,45.9,0.01,-12.1,9.9,252.5,0.12,0.49,47.1
-75.97,59.728,10,272,70.4,-1.29,-28.5,39.1,309.8,1.46,0.6,72.2
-69.383,-144.343,7,284,66.1,-0.58,-14.6,10.4,45.7,0.97,2.16,66.3
