external_id,timestamp,latitude,longitude,prev_latitude,prev_longitude,length,width,height,speed,direction,wind_speed,wind_direction,current_speed,current_direction,sea_ice_concentration,next_latitude,next_longitude
B-015K,2026-08-17T06:00:00+00:00,-62.8663,17.9894,-62.7837,18.0227,10136.7,6395.5,49.0,0.93,190.4,30.3,190.5,0.81,175.4,80.2,-62.958,17.9524
B-015K,2026-08-17T12:00:00+00:00,-62.958,17.9524,-62.9813,17.7783,10136.7,6395.5,49.0,0.92,73.6,30.4,77.1,0.61,58.6,44.7,-62.9322,18.1459
B-015K,2026-08-17T18:00:00+00:00,-62.9322,18.1459,-62.9736,18.0957,10136.7,6395.5,49.0,0.53,28.9,14.3,4.8,0.45,13.9,63.2,-62.8861,18.2016
B-015K,2026-08-18T00:00:00+00:00,-62.8861,18.2016,-62.8447,18.277,10136.7,6395.5,49.0,0.6,219.7,17.0,187.6,0.41,204.7,31.4,-62.9322,18.1179
B-015K,2026-08-18T06:00:00+00:00,-62.9322,18.1179,-63.0117,18.065,10136.7,6395.5,49.0,0.92,16.9,10.7,8.2,0.98,1.9,54.1,-62.8438,18.1768
B-015K,2026-08-18T12:00:00+00:00,-62.8438,18.1768,-62.9305,18.3726,10136.7,6395.5,49.0,1.38,314.1,35.7,309.5,1.01,299.1,28.8,-62.7474,17.9593
B-015K,2026-08-18T18:00:00+00:00,-62.7474,17.9593,-62.6956,17.9385,10136.7,6395.5,49.0,0.58,169.6,25.9,135.2,0.22,154.6,32.6,-62.805,17.9823
B-015K,2026-08-19T00:00:00+00:00,-62.805,17.9823,-62.8858,17.9641,10136.7,6395.5,49.0,0.9,5.9,33.4,358.0,0.69,350.9,71.4,-62.7152,18.0025
B-015K,2026-08-19T06:00:00+00:00,-62.7152,18.0025,-62.7426,18.0856,10136.7,6395.5,49.0,0.52,305.8,32.3,265.0,0.2,290.8,66.5,-62.6847,17.9103
B-015K,2026-08-19T12:00:00+00:00,-62.6847,17.9103,-62.5904,17.7626,10136.7,6395.5,49.0,1.29,144.3,25.1,124.3,1.29,129.3,73.5,-62.7894,18.0743
B-015K,2026-08-19T18:00:00+00:00,-62.7894,18.0743,-62.8148,17.8528,10136.7,6395.5,49.0,1.16,75.9,31.3,82.4,0.84,60.9,32.4,-62.7611,18.3203
B-015K,2026-08-20T00:00:00+00:00,-62.7611,18.3203,-62.668,18.4201,10136.7,6395.5,49.0,1.15,206.1,36.1,197.9,0.96,191.1,69.6,-62.8646,18.2095
B-015K,2026-08-20T06:00:00+00:00,-62.8646,18.2095,-62.886,18.314,10136.7,6395.5,49.0,0.58,294.2,11.9,304.7,0.56,279.2,68.3,-62.8408,18.0933
B-015K,2026-08-20T12:00:00+00:00,-62.8408,18.0933,-62.9043,17.9809,10136.7,6395.5,49.0,0.91,38.9,12.7,50.7,0.87,23.9,28.0,-62.7702,18.2181
B-015K,2026-08-20T18:00:00+00:00,-62.7702,18.2181,-62.6623,18.1943,10136.7,6395.5,49.0,1.2,174.2,26.4,172.6,0.98,159.2,30.8,-62.8902,18.2446
B-015K,2026-08-21T00:00:00+00:00,-62.8902,18.2446,-62.7867,18.1117,10136.7,6395.5,49.0,1.33,149.6,26.6,159.5,1.21,134.6,47.7,-63.0051,18.3924
B-015K,2026-08-21T06:00:00+00:00,-63.0051,18.3924,-62.9483,18.4034,10136.7,6395.5,49.0,0.63,185.0,25.7,148.4,0.38,170.0,54.5,-63.0683,18.3801
B-015K,2026-08-21T12:00:00+00:00,-63.0683,18.3801,-63.0842,18.1646,10136.7,6395.5,49.0,1.1,80.7,36.4,38.5,0.65,65.7,30.3,-63.0505,18.6196
B-015K,2026-08-21T18:00:00+00:00,-63.0505,18.6196,-63.0383,18.7165,10136.7,6395.5,49.0,0.51,254.5,34.4,227.4,0.21,239.5,76.3,-63.0641,18.5119
B-015K,2026-08-22T00:00:00+00:00,-63.0641,18.5119,-63.0851,18.4873,10136.7,6395.5,49.0,0.26,27.9,9.0,21.1,0.22,12.9,78.8,-63.0407,18.5392
B-015K,2026-08-22T06:00:00+00:00,-63.0407,18.5392,-62.9288,18.7139,10136.7,6395.5,49.0,1.52,215.3,36.7,203.2,1.28,200.3,47.5,-63.1651,18.345
B-015K,2026-08-22T12:00:00+00:00,-63.1651,18.345,-63.13,18.5092,10136.7,6395.5,49.0,0.91,244.7,31.6,224.2,0.72,229.7,70.6,-63.2041,18.1627
B-015K,2026-08-22T18:00:00+00:00,-63.2041,18.1627,-63.1027,18.0015,10136.7,6395.5,49.0,1.38,144.4,18.4,102.6,1.38,129.4,36.3,-63.3167,18.3418
B-015K,2026-08-23T00:00:00+00:00,-63.3167,18.3418,-63.3863,18.0508,10136.7,6395.5,49.0,1.64,62.0,33.2,49.3,1.33,47.0,20.2,-63.2394,18.665
B-015K,2026-08-23T06:00:00+00:00,-63.2394,18.665,-63.2633,18.5937,10136.7,6395.5,49.0,0.44,53.4,9.3,21.4,0.37,38.4,28.0,-63.2129,18.7444
B-015K,2026-08-23T12:00:00+00:00,-63.2129,18.7444,-63.267,18.9528,10136.7,6395.5,49.0,1.2,299.9,14.2,290.2,1.23,284.9,34.9,-63.1528,18.5128
B-015K,2026-08-23T18:00:00+00:00,-63.1528,18.5128,-63.098,18.2371,10136.7,6395.5,49.0,1.51,113.8,21.5,99.4,1.52,98.8,47.5,-63.2137,18.8191
B-015K,2026-08-24T00:00:00+00:00,-63.2137,18.8191,-63.2438,18.7751,10136.7,6395.5,49.0,0.4,33.3,9.3,4.7,0.34,18.3,43.8,-63.1802,18.868
B-015K,2026-08-24T06:00:00+00:00,-63.1802,18.868,-63.0744,18.9767,10136.7,6395.5,49.0,1.29,204.9,11.2,213.4,1.42,189.9,42.3,-63.2977,18.7472
B-015K,2026-08-24T12:00:00+00:00,-63.2977,18.7472,-63.3593,18.6326,10136.7,6395.5,49.0,0.89,39.9,9.8,30.4,0.91,24.9,26.6,-63.2293,18.8746
B-015K,2026-08-24T18:00:00+00:00,-63.2293,18.8746,-63.2574,18.9842,10136.7,6395.5,49.0,0.63,299.7,9.6,256.5,0.66,284.7,72.8,-63.198,18.7527
B-015K,2026-08-25T00:00:00+00:00,-63.198,18.7527,-63.3318,18.7335,10136.7,6395.5,49.0,1.49,3.7,16.6,349.2,1.54,348.7,33.0,-63.0494,18.7741
B-015K,2026-08-25T06:00:00+00:00,-63.0494,18.7741,-63.1016,18.715,10136.7,6395.5,49.0,0.65,27.2,20.0,41.1,0.48,12.2,48.3,-62.9913,18.8398
B-015K,2026-08-25T12:00:00+00:00,-62.9913,18.8398,-63.0703,18.9797,10136.7,6395.5,49.0,1.13,321.2,18.5,309.4,1.15,306.2,65.7,-62.9036,18.6844
B-015K,2026-08-25T18:00:00+00:00,-62.9036,18.6844,-62.8379,18.7293,10136.7,6395.5,49.0,0.76,197.3,25.9,178.6,0.49,182.3,41.7,-62.9765,18.6345
B-015K,2026-08-26T00:00:00+00:00,-62.9765,18.6345,-63.0727,18.8806,10136.7,6395.5,49.0,1.64,310.7,38.0,289.3,1.29,295.7,30.2,-62.8695,18.3612
B-015K,2026-08-26T06:00:00+00:00,-62.8695,18.3612,-63.0014,18.2931,10136.7,6395.5,49.0,1.5,13.2,32.3,337.9,1.49,358.2,77.8,-62.723,18.4368
B-015K,2026-08-26T12:00:00+00:00,-62.723,18.4368,-62.7814,18.3204,10136.7,6395.5,49.0,0.88,42.5,21.1,53.6,0.69,27.5,35.6,-62.6582,18.5662
B-015K,2026-08-26T18:00:00+00:00,-62.6582,18.5662,-62.6725,18.6304,10136.7,6395.5,49.0,0.36,295.8,12.1,307.3,0.23,280.8,37.3,-62.6424,18.4948
B-015K,2026-08-27T00:00:00+00:00,-62.6424,18.4948,-62.7169,18.2284,10136.7,6395.5,49.0,1.59,58.7,20.4,36.1,1.55,43.7,21.6,-62.5596,18.7908
B-015K,2026-08-27T06:00:00+00:00,-62.5596,18.7908,-62.5995,18.662,10136.7,6395.5,49.0,0.79,56.1,10.0,41.9,0.83,41.1,50.4,-62.5152,18.9339
B-015K,2026-08-27T12:00:00+00:00,-62.5152,18.9339,-62.6497,18.8601,10136.7,6395.5,49.0,1.54,14.2,35.4,13.4,1.25,359.2,35.3,-62.3657,19.0159
B-015K,2026-08-27T18:00:00+00:00,-62.3657,19.0159,-62.2636,19.1849,10136.7,6395.5,49.0,1.43,217.5,31.0,198.7,1.35,202.5,65.5,-62.4792,18.8282
B-015K,2026-08-28T00:00:00+00:00,-62.4792,18.8282,-62.4519,19.0426,10136.7,6395.5,49.0,1.14,254.6,29.2,250.7,1.0,239.6,63.4,-62.5095,18.5899
B-015K,2026-08-28T06:00:00+00:00,-62.5095,18.5899,-62.4833,18.4645,10136.7,6395.5,49.0,0.71,114.3,29.2,114.0,0.44,99.3,59.6,-62.5386,18.7293
B-015K,2026-08-28T12:00:00+00:00,-62.5386,18.7293,-62.4843,18.8861,10136.7,6395.5,49.0,1.0,233.1,9.1,212.3,1.11,218.1,52.3,-62.5988,18.555
B-015K,2026-08-28T18:00:00+00:00,-62.5988,18.555,-62.6511,18.7822,10136.7,6395.5,49.0,1.3,296.6,35.4,282.0,0.94,281.6,34.5,-62.5407,18.3026
B-015K,2026-08-29T00:00:00+00:00,-62.5407,18.3026,-62.4744,18.2474,10136.7,6395.5,49.0,0.79,159.0,10.0,166.8,0.81,144.0,46.9,-62.6144,18.364
B-015K,2026-08-29T06:00:00+00:00,-62.6144,18.364,-62.6436,18.4412,10136.7,6395.5,49.0,0.51,309.5,26.1,270.0,0.34,294.5,82.1,-62.5819,18.2782
B-015K,2026-08-29T12:00:00+00:00,-62.5819,18.2782,-62.4589,18.319,10136.7,6395.5,49.0,1.38,188.7,12.5,174.6,1.53,173.7,57.1,-62.7186,18.2329
B-015K,2026-08-29T18:00:00+00:00,-62.7186,18.2329,-62.7917,18.4206,10136.7,6395.5,49.0,1.25,310.3,15.4,299.1,1.27,295.3,33.7,-62.6374,18.0243
B-015K,2026-08-30T00:00:00+00:00,-62.6374,18.0243,-62.5323,18.0559,10136.7,6395.5,49.0,1.18,187.9,28.7,185.5,1.03,172.9,57.0,-62.7541,17.9891
B-015K,2026-08-30T06:00:00+00:00,-62.7541,17.9891,-62.661,18.101,10136.7,6395.5,49.0,1.18,208.8,11.4,219.8,1.33,193.8,73.5,-62.8577,17.8647
B-015K,2026-08-30T12:00:00+00:00,-62.8577,17.8647,-62.9808,17.8629,10136.7,6395.5,49.0,1.37,0.4,15.9,318.0,1.39,345.4,29.1,-62.7209,17.8666
B-015K,2026-08-30T18:00:00+00:00,-62.7209,17.8666,-62.7605,17.7304,10136.7,6395.5,49.0,0.82,57.6,14.4,18.4,0.85,42.6,74.9,-62.6768,18.018
C-028,2026-08-01T00:00:00+00:00,-70.9431,-21.8721,-70.9472,-21.6775,29483.7,17637.9,206.3,0.71,273.7,26.9,237.8,0.56,258.7,78.6,-70.9385,-22.0884
C-028,2026-08-01T06:00:00+00:00,-70.9385,-22.0884,-70.986,-22.0821,29483.7,17637.9,206.3,0.53,357.5,24.4,350.4,0.32,342.5,65.6,-70.8857,-22.0953
C-028,2026-08-01T12:00:00+00:00,-70.8857,-22.0953,-70.8239,-21.8766,29483.7,17637.9,206.3,1.05,229.2,26.5,184.7,0.91,214.2,58.0,-70.9543,-22.3384
C-028,2026-08-01T18:00:00+00:00,-70.9543,-22.3384,-71.0238,-22.2378,29483.7,17637.9,206.3,0.85,334.7,35.0,323.1,0.32,319.7,21.5,-70.877,-22.4501
C-028,2026-08-02T00:00:00+00:00,-70.877,-22.4501,-70.7689,-22.4288,29483.7,17637.9,206.3,1.2,183.7,33.1,181.3,1.02,168.7,63.0,-70.997,-22.4738
C-028,2026-08-02T06:00:00+00:00,-70.997,-22.4738,-71.0194,-22.4006,29483.7,17637.9,206.3,0.36,313.1,8.9,295.3,0.3,298.1,45.9,-70.9722,-22.5552
C-028,2026-08-02T12:00:00+00:00,-70.9722,-22.5552,-70.9287,-22.5439,29483.7,17637.9,206.3,0.48,184.9,15.8,192.6,0.43,169.9,81.5,-71.0205,-22.5678
C-028,2026-08-02T18:00:00+00:00,-71.0205,-22.5678,-70.9051,-22.525,29483.7,17637.9,206.3,1.29,186.9,34.5,187.9,1.23,171.9,83.9,-71.1487,-22.6155
C-028,2026-08-03T00:00:00+00:00,-71.1487,-22.6155,-71.0034,-22.8555,29483.7,17637.9,206.3,1.83,151.9,37.2,134.6,1.51,136.9,24.0,-71.3103,-22.3487
C-028,2026-08-03T06:00:00+00:00,-71.3103,-22.3487,-71.2479,-22.283,29483.7,17637.9,206.3,0.73,198.6,8.8,194.4,0.79,183.6,63.3,-71.3795,-22.4216
C-028,2026-08-03T12:00:00+00:00,-71.3795,-22.4216,-71.3882,-22.6616,29483.7,17637.9,206.3,0.86,83.5,32.9,64.7,0.46,68.5,39.5,-71.3699,-22.155
C-028,2026-08-03T18:00:00+00:00,-71.3699,-22.155,-71.446,-21.9275,29483.7,17637.9,206.3,1.17,316.3,20.1,275.3,1.14,301.3,53.2,-71.2854,-22.4077
C-028,2026-08-04T00:00:00+00:00,-71.2854,-22.4077,-71.3068,-22.2146,29483.7,17637.9,206.3,0.73,289.1,23.0,294.2,0.58,274.1,63.6,-71.2616,-22.6223
C-028,2026-08-04T06:00:00+00:00,-71.2616,-22.6223,-71.1862,-22.4767,29483.7,17637.9,206.3,0.98,211.8,24.8,181.7,0.85,196.8,57.6,-71.3453,-22.784
C-028,2026-08-04T12:00:00+00:00,-71.3453,-22.784,-71.4592,-22.7716,29483.7,17637.9,206.3,1.26,358.0,38.0,334.9,0.87,343.0,37.4,-71.2188,-22.7978
C-028,2026-08-04T18:00:00+00:00,-71.2188,-22.7978,-71.1847,-22.9683,29483.7,17637.9,206.3,0.72,121.8,25.7,82.6,0.37,106.8,25.7,-71.2567,-22.6084
C-028,2026-08-05T00:00:00+00:00,-71.2567,-22.6084,-71.3059,-22.8287,29483.7,17637.9,206.3,0.96,55.2,25.4,40.5,0.8,40.2,55.9,-71.2019,-22.3635
C-028,2026-08-05T06:00:00+00:00,-71.2019,-22.3635,-71.1145,-22.2132,29483.7,17637.9,206.3,1.11,209.0,15.4,175.5,1.14,194.0,56.0,-71.299,-22.5306
C-028,2026-08-05T12:00:00+00:00,-71.299,-22.5306,-71.3243,-22.3343,29483.7,17637.9,206.3,0.75,292.0,14.7,260.2,0.7,277.0,49.9,-71.2708,-22.7486
C-028,2026-08-05T18:00:00+00:00,-71.2708,-22.7486,-71.3304,-22.408,29483.7,17637.9,206.3,1.38,298.6,31.9,289.7,1.14,283.6,39.0,-71.2044,-23.1271
C-028,2026-08-06T00:00:00+00:00,-71.2044,-23.1271,-71.1728,-22.9492,29483.7,17637.9,206.3,0.73,241.1,9.4,217.7,0.79,226.1,74.3,-71.2396,-23.3247
C-028,2026-08-06T06:00:00+00:00,-71.2396,-23.3247,-71.1809,-23.0327,29483.7,17637.9,206.3,1.23,238.0,19.3,196.8,1.21,223.0,47.9,-71.3049,-23.6492
C-028,2026-08-06T12:00:00+00:00,-71.3049,-23.6492,-71.2541,-23.6042,29483.7,17637.9,206.3,0.59,195.8,16.0,184.2,0.41,180.8,29.9,-71.3612,-23.6991
C-028,2026-08-06T18:00:00+00:00,-71.3612,-23.6991,-71.3106,-23.6993,29483.7,17637.9,206.3,0.56,179.9,18.1,138.9,0.42,164.9,57.7,-71.4175,-23.6989
C-028,2026-08-07T00:00:00+00:00,-71.4175,-23.6989,-71.3893,-23.5115,29483.7,17637.9,206.3,0.73,244.7,15.3,226.9,0.59,229.7,20.0,-71.4489,-23.9072
C-028,2026-08-07T06:00:00+00:00,-71.4489,-23.9072,-71.5843,-23.8059,29483.7,17637.9,206.3,1.55,346.6,37.0,345.7,1.29,331.6,46.0,-71.2984,-24.0198
C-028,2026-08-07T12:00:00+00:00,-71.2984,-24.0198,-71.296,-24.149,29483.7,17637.9,206.3,0.46,93.2,28.9,82.1,0.26,78.2,84.0,-71.301,-23.8764
C-028,2026-08-07T18:00:00+00:00,-71.301,-23.8764,-71.3449,-24.277,29483.7,17637.9,206.3,1.51,71.1,19.9,54.5,1.58,56.1,59.1,-71.2521,-23.4313
C-028,2026-08-08T00:00:00+00:00,-71.2521,-23.4313,-71.3657,-23.4207,29483.7,17637.9,206.3,1.26,358.3,10.0,7.9,1.37,343.3,24.8,-71.126,-23.443
C-028,2026-08-08T06:00:00+00:00,-71.126,-23.443,-71.1388,-23.9259,29483.7,17637.9,206.3,1.74,85.3,38.0,40.7,1.45,70.3,36.1,-71.1118,-22.9063
C-028,2026-08-08T12:00:00+00:00,-71.1118,-22.9063,-71.2149,-22.8511,29483.7,17637.9,206.3,1.16,350.2,27.8,355.4,1.1,335.2,73.3,-70.9972,-22.9677
C-028,2026-08-08T18:00:00+00:00,-70.9972,-22.9677,-70.945,-23.0255,29483.7,17637.9,206.3,0.62,160.2,14.1,146.7,0.53,145.2,46.5,-71.0552,-22.9035
C-028,2026-08-09T00:00:00+00:00,-71.0552,-22.9035,-71.0403,-23.0505,29483.7,17637.9,206.3,0.56,107.3,8.0,67.2,0.55,92.3,40.9,-71.0717,-22.74
C-028,2026-08-09T06:00:00+00:00,-71.0717,-22.74,-70.96,-22.7931,29483.7,17637.9,206.3,1.25,171.2,23.3,144.2,1.29,156.2,79.2,-71.1957,-22.6811
C-028,2026-08-09T12:00:00+00:00,-71.1957,-22.6811,-71.3114,-22.6745,29483.7,17637.9,206.3,1.28,358.9,18.8,344.2,1.25,343.9,37.0,-71.0672,-22.6884
C-028,2026-08-09T18:00:00+00:00,-71.0672,-22.6884,-70.9625,-22.621,29483.7,17637.9,206.3,1.19,191.8,26.5,154.4,1.11,176.8,65.3,-71.1836,-22.7633
C-028,2026-08-10T00:00:00+00:00,-71.1836,-22.7633,-71.241,-22.61,29483.7,17637.9,206.3,0.84,319.3,16.2,283.6,0.78,304.3,50.6,-71.1198,-22.9336
C-028,2026-08-10T06:00:00+00:00,-71.1198,-22.9336,-71.2151,-22.6027,29483.7,17637.9,206.3,1.59,311.7,30.2,322.8,1.5,296.7,53.5,-71.0138,-23.3014
C-028,2026-08-10T12:00:00+00:00,-71.0138,-23.3014,-70.9417,-23.0196,29483.7,17637.9,206.3,1.29,231.8,29.0,214.0,1.0,216.8,22.7,-71.0938,-23.6145
C-028,2026-08-10T18:00:00+00:00,-71.0938,-23.6145,-71.1274,-23.5679,29483.7,17637.9,206.3,0.41,335.8,24.2,326.7,0.2,320.8,74.2,-71.0566,-23.6663
C-028,2026-08-11T00:00:00+00:00,-71.0566,-23.6663,-71.0354,-23.8725,29483.7,17637.9,206.3,0.78,107.6,12.4,97.7,0.82,92.6,75.1,-71.0801,-23.4371
C-028,2026-08-11T06:00:00+00:00,-71.0801,-23.4371,-71.0933,-23.6218,29483.7,17637.9,206.3,0.68,77.6,11.1,81.5,0.66,62.6,45.6,-71.0655,-23.2319
C-028,2026-08-11T12:00:00+00:00,-71.0655,-23.2319,-71.0264,-23.4392,29483.7,17637.9,206.3,0.86,120.2,19.3,95.4,0.79,105.2,60.1,-71.109,-23.0015
C-028,2026-08-11T18:00:00+00:00,-71.109,-23.0015,-71.1255,-22.6553,29483.7,17637.9,206.3,1.26,278.4,35.5,251.6,1.01,263.4,55.7,-71.0907,-23.3861
C-028,2026-08-12T00:00:00+00:00,-71.0907,-23.3861,-71.0144,-23.257,29483.7,17637.9,206.3,0.97,208.7,17.3,182.4,0.99,193.7,76.3,-71.1754,-23.5295
C-028,2026-08-12T06:00:00+00:00,-71.1754,-23.5295,-71.1162,-23.1352,29483.7,17637.9,206.3,1.56,245.0,17.8,211.8,1.57,230.0,23.2,-71.2413,-23.9675
C-028,2026-08-12T12:00:00+00:00,-71.2413,-23.9675,-71.3024,-24.1533,29483.7,17637.9,206.3,0.95,44.4,11.7,48.5,1.04,29.4,74.9,-71.1734,-23.7612
C-028,2026-08-12T18:00:00+00:00,-71.1734,-23.7612,-71.2252,-23.8904,29483.7,17637.9,206.3,0.74,38.8,31.4,358.1,0.54,23.8,77.8,-71.1158,-23.6176
C-028,2026-08-13T00:00:00+00:00,-71.1158,-23.6176,-71.1606,-23.7898,29483.7,17637.9,206.3,0.79,51.2,9.3,40.8,0.86,36.2,67.3,-71.0659,-23.4262
C-028,2026-08-13T06:00:00+00:00,-71.0659,-23.4262,-71.0002,-23.1585,29483.7,17637.9,206.3,1.21,232.9,14.8,214.6,1.25,217.9,45.7,-71.139,-23.7236
C-028,2026-08-13T12:00:00+00:00,-71.139,-23.7236,-71.0821,-24.1312,29483.7,17637.9,206.3,1.59,113.3,20.6,89.5,1.57,98.3,26.5,-71.2021,-23.2707
C-028,2026-08-13T18:00:00+00:00,-71.2021,-23.2707,-71.1354,-23.559,29483.7,17637.9,206.3,1.27,125.7,25.4,118.0,1.04,110.7,20.5,-71.2763,-22.9504
C-028,2026-08-14T00:00:00+00:00,-71.2763,-22.9504,-71.2757,-22.6894,29483.7,17637.9,206.3,0.93,269.6,8.7,236.2,1.0,254.6,39.4,-71.2769,-23.2404
C-028,2026-08-14T06:00:00+00:00,-71.2769,-23.2404,-71.2458,-23.3549,29483.7,17637.9,206.3,0.53,130.3,37.1,90.1,0.27,115.3,84.9,-71.3116,-23.1132
C-028,2026-08-14T12:00:00+00:00,-71.3116,-23.1132,-71.2146,-23.4124,29483.7,17637.9,206.3,1.51,135.3,28.5,98.6,1.46,120.3,59.9,-71.4193,-22.7807
C-028,2026-08-14T18:00:00+00:00,-71.4193,-22.7807,-71.347,-22.8682,29483.7,17637.9,206.3,0.86,158.9,20.9,147.8,0.66,143.9,30.5,-71.4996,-22.6835
C-028,2026-08-15T00:00:00+00:00,-71.4996,-22.6835,-71.5823,-22.74,29483.7,17637.9,206.3,0.94,12.2,32.6,335.3,0.64,357.2,51.9,-71.4077,-22.6209
C-028,2026-08-15T06:00:00+00:00,-71.4077,-22.6209,-71.3763,-22.5738,29483.7,17637.9,206.3,0.39,205.5,21.3,193.5,0.24,190.5,81.9,-71.4426,-22.6731
C-028,2026-08-15T12:00:00+00:00,-71.4426,-22.6731,-71.51,-22.6831,29483.7,17637.9,206.3,0.75,2.7,31.0,347.3,0.47,347.7,59.6,-71.3676,-22.662
C-028,2026-08-15T18:00:00+00:00,-71.3676,-22.662,-71.3722,-23.0348,29483.7,17637.9,206.3,1.32,87.8,20.8,87.3,1.3,72.8,46.3,-71.3625,-22.2477
C-028,2026-08-16T00:00:00+00:00,-71.3625,-22.2477,-71.3835,-22.5652,29483.7,17637.9,206.3,1.15,78.3,19.4,47.1,1.09,63.3,41.9,-71.3392,-21.895
C-028,2026-08-16T06:00:00+00:00,-71.3392,-21.895,-71.3887,-22.1658,29483.7,17637.9,206.3,1.11,60.2,16.7,39.0,1.09,45.2,42.6,-71.2842,-21.5942
C-028,2026-08-16T12:00:00+00:00,-71.2842,-21.5942,-71.4205,-21.6988,29483.7,17637.9,206.3,1.56,13.8,35.8,3.3,1.5,358.8,75.6,-71.1327,-21.4781
C-028,2026-08-16T18:00:00+00:00,-71.1327,-21.4781,-71.1363,-21.6219,29483.7,17637.9,206.3,0.52,85.5,11.6,54.8,0.45,70.5,49.4,-71.1286,-21.3183
C-028,2026-08-17T00:00:00+00:00,-71.1286,-21.3183,-70.9945,-21.3484,29483.7,17637.9,206.3,1.49,175.8,36.9,172.2,1.12,160.8,28.7,-71.2776,-21.2848
C-028,2026-08-17T06:00:00+00:00,-71.2776,-21.2848,-71.3171,-21.3154,29483.7,17637.9,206.3,0.45,14.0,17.5,24.2,0.24,359.0,38.3,-71.2338,-21.2508
C-028,2026-08-17T12:00:00+00:00,-71.2338,-21.2508,-71.2835,-21.6609,29483.7,17637.9,206.3,1.57,69.3,37.5,33.2,1.48,54.3,73.0,-71.1785,-20.7951
C-028,2026-08-17T18:00:00+00:00,-71.1785,-20.7951,-71.2691,-20.6425,29483.7,17637.9,206.3,1.14,331.5,15.5,286.9,1.1,316.5,20.4,-71.0778,-20.9647
C-028,2026-08-18T00:00:00+00:00,-71.0778,-20.9647,-71.0334,-20.8738,29483.7,17637.9,206.3,0.59,213.6,35.1,193.3,0.35,198.6,83.8,-71.1271,-21.0657
C-028,2026-08-18T06:00:00+00:00,-71.1271,-21.0657,-71.0231,-21.095,29483.7,17637.9,206.3,1.16,174.8,22.4,178.0,0.98,159.8,25.1,-71.2427,-21.0331
C-028,2026-08-18T12:00:00+00:00,-71.2427,-21.0331,-71.3151,-21.0273,29483.7,17637.9,206.3,0.8,358.5,25.3,317.7,0.7,343.5,78.3,-71.1623,-21.0395
C-028,2026-08-18T18:00:00+00:00,-71.1623,-21.0395,-71.1255,-21.1937,29483.7,17637.9,206.3,0.69,126.4,35.9,98.4,0.39,111.4,71.5,-71.2032,-20.8681
C-028,2026-08-19T00:00:00+00:00,-71.2032,-20.8681,-71.126,-20.6389,29483.7,17637.9,206.3,1.19,223.7,33.6,229.9,0.79,208.7,27.2,-71.2889,-21.1228
C-028,2026-08-19T06:00:00+00:00,-71.2889,-21.1228,-71.2779,-21.2781,29483.7,17637.9,206.3,0.57,102.5,12.9,73.4,0.55,87.5,77.5,-71.3012,-20.9502
C-028,2026-08-19T12:00:00+00:00,-71.3012,-20.9502,-71.2006,-20.9305,29483.7,17637.9,206.3,1.12,183.6,18.3,154.8,1.18,168.6,76.3,-71.4131,-20.9722
C-028,2026-08-19T18:00:00+00:00,-71.4131,-20.9722,-71.3342,-20.8812,29483.7,17637.9,206.3,0.93,200.2,24.0,166.0,0.69,185.2,31.0,-71.5007,-21.0732
C-028,2026-08-20T00:00:00+00:00,-71.5007,-21.0732,-71.5645,-20.975,29483.7,17637.9,206.3,0.79,334.0,37.5,341.3,0.44,319.0,63.7,-71.4299,-21.1823
C-028,2026-08-20T06:00:00+00:00,-71.4299,-21.1823,-71.4378,-21.4141,29483.7,17637.9,206.3,0.82,83.9,28.8,83.7,0.65,68.9,71.8,-71.4212,-20.9248
C-028,2026-08-20T12:00:00+00:00,-71.4212,-20.9248,-71.37,-21.068,29483.7,17637.9,206.3,0.76,138.3,37.4,96.6,0.24,123.3,36.5,-71.478,-20.7657
C-028,2026-08-20T18:00:00+00:00,-71.478,-20.7657,-71.4205,-20.9664,29483.7,17637.9,206.3,0.95,132.1,27.6,102.7,0.85,117.1,76.5,-71.542,-20.5426
C-028,2026-08-21T00:00:00+00:00,-71.542,-20.5426,-71.5933,-20.6155,29483.7,17637.9,206.3,0.62,24.2,33.4,27.6,0.4,9.2,80.8,-71.4849,-20.4615
C-028,2026-08-21T06:00:00+00:00,-71.4849,-20.4615,-71.4118,-20.7025,29483.7,17637.9,206.3,1.17,133.7,37.5,102.8,0.95,118.7,67.5,-71.5661,-20.1938
C-028,2026-08-21T12:00:00+00:00,-71.5661,-20.1938,-71.6733,-20.3336,29483.7,17637.9,206.3,1.29,22.4,22.7,338.4,1.23,7.4,49.3,-71.4471,-20.0383
C-028,2026-08-21T18:00:00+00:00,-71.4471,-20.0383,-71.3763,-20.0848,29483.7,17637.9,206.3,0.8,168.2,35.0,143.3,0.49,153.2,61.9,-71.5257,-19.9867
C-028,2026-08-22T00:00:00+00:00,-71.5257,-19.9867,-71.5575,-20.1375,29483.7,17637.9,206.3,0.64,56.4,28.4,59.9,0.44,41.4,74.1,-71.4904,-19.8191
C-028,2026-08-22T06:00:00+00:00,-71.4904,-19.8191,-71.5247,-19.43,29483.7,17637.9,206.3,1.42,285.5,24.2,246.6,1.35,270.5,43.0,-71.4524,-20.2515
C-028,2026-08-22T12:00:00+00:00,-71.4524,-20.2515,-71.3495,-20.2261,29483.7,17637.9,206.3,1.15,184.5,8.4,195.4,1.32,169.5,71.0,-71.5667,-20.2797
